achievement_id	student_id	achieve_typ_cd	date_achieve	achieve_details
error: nil can't be coerced into Fixnum	859	3	11/15/2014	Engineering
error: nil can't be coerced into Fixnum	860	7	3/15/2013	Engineering
error: nil can't be coerced into Fixnum	861	2	1/21/2014	Marketing
error: nil can't be coerced into Fixnum	862	1	4/27/2012	Accounting
error: nil can't be coerced into Fixnum	863	1	11/27/2010	Marketing
error: nil can't be coerced into Fixnum	864	6	2/5/2015	Engineering
error: nil can't be coerced into Fixnum	865	8	2/24/2015	Services
error: nil can't be coerced into Fixnum	866	9	11/6/2011	Marketing
error: nil can't be coerced into Fixnum	867	2	2/25/2015	Sales
error: nil can't be coerced into Fixnum	868	9	11/14/2015	Business Development
error: nil can't be coerced into Fixnum	869	6	7/15/2013	Services
error: nil can't be coerced into Fixnum	870	2	10/30/2016	Legal
error: nil can't be coerced into Fixnum	871	5	10/4/2013	Support
error: nil can't be coerced into Fixnum	872	6	12/28/2013	Sales
error: nil can't be coerced into Fixnum	873	6	5/20/2011	Research and Development
error: nil can't be coerced into Fixnum	874	6	5/17/2013	Product Management
error: nil can't be coerced into Fixnum	875	2	3/1/2013	Business Development
error: nil can't be coerced into Fixnum	876	1	6/27/2011	Marketing
error: nil can't be coerced into Fixnum	877	7	11/10/2013	Sales
error: nil can't be coerced into Fixnum	878	2	5/2/2013	Training
error: nil can't be coerced into Fixnum	879	2	8/28/2015	Support
error: nil can't be coerced into Fixnum	880	7	6/11/2014	Business Development
error: nil can't be coerced into Fixnum	881	4	8/2/2013	Marketing
error: nil can't be coerced into Fixnum	882	1	9/5/2012	Legal
error: nil can't be coerced into Fixnum	883	9	9/13/2016	Services
error: nil can't be coerced into Fixnum	884	4	1/5/2015	Services
error: nil can't be coerced into Fixnum	885	5	7/24/2014	Human Resources
error: nil can't be coerced into Fixnum	886	2	2/9/2014	Accounting
error: nil can't be coerced into Fixnum	887	2	9/1/2016	Accounting
error: nil can't be coerced into Fixnum	888	4	1/17/2012	Engineering
error: nil can't be coerced into Fixnum	889	4	5/22/2011	Product Management
error: nil can't be coerced into Fixnum	890	2	7/31/2013	Sales
error: nil can't be coerced into Fixnum	891	9	1/17/2013	Research and Development
error: nil can't be coerced into Fixnum	892	8	11/17/2013	Human Resources
error: nil can't be coerced into Fixnum	893	9	11/27/2014	Accounting
error: nil can't be coerced into Fixnum	894	4	2/19/2015	Marketing
error: nil can't be coerced into Fixnum	895	4	8/20/2011	Marketing
error: nil can't be coerced into Fixnum	896	8	2/10/2015	Business Development
error: nil can't be coerced into Fixnum	897	8	7/10/2016	Business Development
error: nil can't be coerced into Fixnum	898	10	9/2/2015	Product Management
error: nil can't be coerced into Fixnum	899	1	5/29/2016	Support
error: nil can't be coerced into Fixnum	900	9	9/6/2016	Research and Development
error: nil can't be coerced into Fixnum	901	7	3/9/2016	Engineering
error: nil can't be coerced into Fixnum	902	6	11/13/2013	Human Resources
error: nil can't be coerced into Fixnum	903	5	5/24/2011	Legal
error: nil can't be coerced into Fixnum	904	4	12/31/2010	Legal
error: nil can't be coerced into Fixnum	905	5	6/4/2015	Product Management
error: nil can't be coerced into Fixnum	906	2	2/2/2011	Marketing
error: nil can't be coerced into Fixnum	907	9	11/23/2012	Support
error: nil can't be coerced into Fixnum	908	2	5/28/2012	Support
error: nil can't be coerced into Fixnum	909	4	8/25/2016	Human Resources
error: nil can't be coerced into Fixnum	910	8	6/3/2011	Services
error: nil can't be coerced into Fixnum	911	9	12/1/2011	Research and Development
error: nil can't be coerced into Fixnum	912	8	8/4/2015	Marketing
error: nil can't be coerced into Fixnum	913	4	1/22/2013	Engineering
error: nil can't be coerced into Fixnum	914	5	1/29/2011	Training
error: nil can't be coerced into Fixnum	915	1	10/24/2011	Services
error: nil can't be coerced into Fixnum	916	4	8/5/2011	Marketing
error: nil can't be coerced into Fixnum	917	9	9/28/2014	Training
error: nil can't be coerced into Fixnum	918	9	12/21/2012	Business Development
error: nil can't be coerced into Fixnum	919	10	1/16/2015	Business Development
error: nil can't be coerced into Fixnum	920	5	6/24/2014	Engineering
error: nil can't be coerced into Fixnum	921	8	5/16/2015	Accounting
error: nil can't be coerced into Fixnum	922	9	4/3/2012	Engineering
error: nil can't be coerced into Fixnum	923	6	2/13/2016	Research and Development
error: nil can't be coerced into Fixnum	924	6	11/29/2010	Legal
error: nil can't be coerced into Fixnum	925	4	3/25/2016	Human Resources
error: nil can't be coerced into Fixnum	926	4	10/3/2016	Business Development
error: nil can't be coerced into Fixnum	927	1	5/27/2016	Support
error: nil can't be coerced into Fixnum	928	9	5/24/2013	Research and Development
error: nil can't be coerced into Fixnum	929	10	9/15/2016	Human Resources
error: nil can't be coerced into Fixnum	930	8	1/21/2015	Research and Development
error: nil can't be coerced into Fixnum	931	1	8/12/2011	Legal
error: nil can't be coerced into Fixnum	932	3	8/29/2011	Sales
error: nil can't be coerced into Fixnum	933	4	2/1/2015	Accounting
error: nil can't be coerced into Fixnum	934	8	12/17/2013	Accounting
error: nil can't be coerced into Fixnum	935	6	8/6/2014	Accounting
error: nil can't be coerced into Fixnum	936	4	5/28/2012	Accounting
error: nil can't be coerced into Fixnum	937	9	9/9/2015	Legal
error: nil can't be coerced into Fixnum	938	2	11/27/2014	Business Development
error: nil can't be coerced into Fixnum	939	9	9/23/2014	Product Management
error: nil can't be coerced into Fixnum	940	10	2/27/2011	Legal
error: nil can't be coerced into Fixnum	941	1	1/26/2013	Business Development
error: nil can't be coerced into Fixnum	942	4	12/12/2012	Legal
error: nil can't be coerced into Fixnum	943	1	3/5/2014	Training
error: nil can't be coerced into Fixnum	944	10	9/20/2016	Sales
error: nil can't be coerced into Fixnum	945	6	3/24/2014	Sales
error: nil can't be coerced into Fixnum	946	4	6/11/2013	Marketing
error: nil can't be coerced into Fixnum	947	3	3/29/2015	Marketing
error: nil can't be coerced into Fixnum	948	9	12/15/2012	Engineering
error: nil can't be coerced into Fixnum	949	9	5/13/2016	Engineering
error: nil can't be coerced into Fixnum	950	3	6/1/2013	Training
error: nil can't be coerced into Fixnum	951	8	1/16/2014	Training
error: nil can't be coerced into Fixnum	952	1	5/16/2016	Research and Development
error: nil can't be coerced into Fixnum	953	1	10/16/2013	Sales
error: nil can't be coerced into Fixnum	954	10	10/30/2012	Services
error: nil can't be coerced into Fixnum	955	5	10/9/2014	Research and Development
error: nil can't be coerced into Fixnum	956	3	2/13/2013	Services
error: nil can't be coerced into Fixnum	957	1	11/19/2016	Business Development
error: nil can't be coerced into Fixnum	958	10	3/10/2014	Accounting
error: nil can't be coerced into Fixnum	959	4	12/9/2012	Product Management
error: nil can't be coerced into Fixnum	960	6	4/2/2014	Human Resources
error: nil can't be coerced into Fixnum	961	6	4/5/2014	Engineering
error: nil can't be coerced into Fixnum	962	9	9/8/2014	Support
error: nil can't be coerced into Fixnum	963	3	1/26/2014	Marketing
error: nil can't be coerced into Fixnum	964	7	12/12/2015	Marketing
error: nil can't be coerced into Fixnum	965	5	6/26/2016	Engineering
error: nil can't be coerced into Fixnum	966	10	4/16/2015	Business Development
error: nil can't be coerced into Fixnum	967	4	7/4/2012	Training
error: nil can't be coerced into Fixnum	968	9	9/25/2013	Sales
error: nil can't be coerced into Fixnum	969	5	1/18/2011	Services
error: nil can't be coerced into Fixnum	970	2	8/4/2015	Support
error: nil can't be coerced into Fixnum	971	6	7/23/2015	Support
error: nil can't be coerced into Fixnum	972	6	7/5/2013	Business Development
error: nil can't be coerced into Fixnum	973	2	9/27/2014	Training
error: nil can't be coerced into Fixnum	974	8	5/2/2014	Marketing
error: nil can't be coerced into Fixnum	975	6	2/24/2014	Business Development
error: nil can't be coerced into Fixnum	976	1	1/27/2015	Engineering
error: nil can't be coerced into Fixnum	977	7	8/5/2011	Support
error: nil can't be coerced into Fixnum	978	9	4/30/2015	Product Management
error: nil can't be coerced into Fixnum	979	4	5/20/2015	Business Development
error: nil can't be coerced into Fixnum	980	5	5/11/2011	Accounting
error: nil can't be coerced into Fixnum	981	6	7/26/2011	Sales
error: nil can't be coerced into Fixnum	982	3	2/17/2011	Legal
error: nil can't be coerced into Fixnum	983	3	3/5/2011	Sales
error: nil can't be coerced into Fixnum	984	10	5/28/2016	Sales
error: nil can't be coerced into Fixnum	985	1	12/1/2012	Marketing
error: nil can't be coerced into Fixnum	986	7	10/31/2014	Accounting
error: nil can't be coerced into Fixnum	987	3	8/3/2015	Accounting
error: nil can't be coerced into Fixnum	988	10	11/2/2016	Training
error: nil can't be coerced into Fixnum	989	5	2/15/2014	Engineering
error: nil can't be coerced into Fixnum	990	4	10/16/2012	Services
error: nil can't be coerced into Fixnum	991	6	9/25/2015	Training
error: nil can't be coerced into Fixnum	992	7	12/31/2011	Accounting
error: nil can't be coerced into Fixnum	993	8	12/21/2010	Product Management
error: nil can't be coerced into Fixnum	994	10	2/8/2016	Legal
error: nil can't be coerced into Fixnum	995	1	4/18/2014	Services
error: nil can't be coerced into Fixnum	996	1	11/16/2012	Legal
error: nil can't be coerced into Fixnum	997	7	9/24/2013	Marketing
error: nil can't be coerced into Fixnum	998	6	8/30/2011	Support
error: nil can't be coerced into Fixnum	999	6	2/20/2015	Training
error: nil can't be coerced into Fixnum	1000	4	2/11/2016	Sales
